Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/02/2020,02/01/2020,11/28/2020,Utah,All Sexes,All Ages,891,17521,1131,352,41,1711,
12/02/2020,02/01/2020,11/28/2020,Utah,Male,All Ages,554,9263,649,230,28,1001,
12/02/2020,02/01/2020,11/28/2020,Utah,Male,Under 1 year,0,116,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,0-17 years,0,202,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,1-4 years,0,19,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Male,5-14 years,0,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,15-24 years,,195,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,18-29 years,,297,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,25-34 years,,318,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,30-49 years,35,900,32,11,,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,35-44 years,19,446,17,,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,45-54 years,39,598,38,19,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,50-64 years,101,1540,121,53,11,180,
12/02/2020,02/01/2020,11/28/2020,Utah,Male,55-64 years,75,1215,94,39,,138,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,65-74 years,126,1863,154,61,,222,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,75-84 years,158,2228,182,65,,281,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Male,85 years and over,129,2233,151,39,,245,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,All Ages,337,8258,482,122,13,710,
12/02/2020,02/01/2020,11/28/2020,Utah,Female,Under 1 year,0,97,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,0-17 years,0,152,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,1-4 years,0,12,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,5-14 years,0,26,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Female,15-24 years,,80,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,18-29 years,,135,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,25-34 years,,179,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,30-49 years,16,544,26,,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,35-44 years,,271,15,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,45-54 years,17,372,20,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,50-64 years,45,1014,75,19,,103,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,55-64 years,34,808,62,16,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,65-74 years,75,1341,101,38,,141,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,75-84 years,91,2099,133,33,,194,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Female,85 years and over,109,2973,138,27,,222,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,All Ages,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,Under 1 year,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,0-17 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Utah,Unknown,85 years and over,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,All Sexes,All Ages,71,5025,226,16,16,297,
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,All Ages,40,2633,130,13,10,167,
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,Under 1 year,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,0-17 years,0,16,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,15-24 years,0,25,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,18-29 years,0,46,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,25-34 years,0,67,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,30-49 years,,188,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,35-44 years,,87,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,45-54 years,,160,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,50-64 years,,477,13,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,55-64 years,,376,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,65-74 years,,554,26,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,75-84 years,18,666,41,,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Male,85 years and over,,686,47,,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,All Ages,31,2392,96,,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,15-24 years,0,12,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,18-29 years,0,26,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,25-34 years,0,26,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,30-49 years,,100,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,35-44 years,,54,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,45-54 years,,87,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,50-64 years,0,260,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,55-64 years,0,207,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,65-74 years,,376,12,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,75-84 years,11,575,25,0,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Female,85 years and over,13,1051,52,,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,All Ages,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,Under 1 year,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,0-17 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,1-4 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,5-14 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,15-24 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,18-29 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,25-34 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,30-49 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,35-44 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,45-54 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,50-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,55-64 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,65-74 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,75-84 years,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Vermont,Unknown,85 years and over,0,0,0,0,0,0,
12/02/2020,02/01/2020,11/28/2020,Virginia,All Sexes,All Ages,4129,63023,3997,1536,121,6705,
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,All Ages,2089,32336,2123,852,65,3421,
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,Under 1 year,0,210,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,0-17 years,0,382,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,1-4 years,0,37,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,5-14 years,0,61,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,15-24 years,,518,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,18-29 years,,887,12,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,25-34 years,12,956,17,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,30-49 years,92,2612,83,41,,140,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,35-44 years,36,1249,34,14,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,45-54 years,111,2190,105,52,,168,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,50-64 years,372,6363,391,177,13,599,
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,55-64 years,307,5023,326,148,10,495,
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,65-74 years,481,7079,500,216,20,784,
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,75-84 years,601,8012,630,241,10,999,
12/02/2020,02/01/2020,11/28/2020,Virginia,Male,85 years and over,537,7001,505,174,13,879,
12/02/2020,02/01/2020,11/28/2020,Virginia,Female,All Ages,2039,30683,1873,683,56,3283,
12/02/2020,02/01/2020,11/28/2020,Virginia,Female,Under 1 year,0,195,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Female,0-17 years,0,300,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Female,1-4 years,0,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Female,5-14 years,0,39,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Female,15-24 years,,170,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/02/2020,02/01/2020,11/28/2020,Virginia,Female,18-29 years,,304,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
