date,end_date,county,state,geoid,type,omit_from_rolling_average,omit_from_rolling_average_on_subgeographies,adjusted_daily_count_for_avg,description
2022-03-07,,,Alabama,USA-01,cases,,,-2654,"Alabama added a backlog of 2,654 cases from testing that occurred in December 2021 through February 2022."
2022-03-07,2022-03-08,,Connecticut,USA-09,cases,yes,,0,Connecticut added a backlog of cases from 2021.
2022-03-07,,Shelby,Alabama,USA-01117,cases,yes,,0,"Alabama added a backlog of cases from testing that occurred in December 2021 through February 2022, including many cases in Shelby County."
2022-03-07,,Jefferson,Alabama,USA-01073,cases,yes,,0,"Alabama added a backlog of cases from testing that occurred in December 2021 through February 2022, including many cases in Jefferson County."
2022-03-07,,St. Clair,Alabama,USA-01115,cases,yes,,0,"Alabama added a backlog of cases from testing that occurred in December 2021 through February 2022, including many cases in St. Clair County."
2022-03-07,2022-03-08,New Haven,Connecticut,USA-09009,cases,yes,,0,"Connecticut added a backlog of cases from 2021, including many cases in New Haven County."
2022-03-07,2022-03-08,Fairfield,Connecticut,USA-09001,cases,yes,,0,"Connecticut added a backlog of cases from 2021, including many cases in Fairfield County."
2022-03-08,,,District of Columbia,USA-11,both,yes,,0,The District of Columbia did not update cases or deaths while transitioning to a weekly reporting schedule.
2022-03-08,2022-03-11,San Francisco,California,USA-06075,cases,,,0,California removed many cases from San Francsico County between March 8 and March 11.
2022-03-09,,,Alaska,USA-02,cases,yes,yes,0,Alaska added a backlog of cases from testing that occurred in the Yukon-Kuskokwim region. 
2022-03-09,,,Oklahoma,USA-40,both,yes,yes,0,Oklahoma did not update county data during a transition to a new weekly schedule.
2022-03-10,,,Delaware,USA-10,cases,yes,,0,Delaware added a backlog of cases from recent months.
2022-03-11,,,Minnesota,USA-27,cases,,yes,0,Minnesota reallocated many cases that were previously not assigned to a specific county. 
2022-03-14,,,Massachusetts,USA-25,deaths,yes,yes,0,"Massachusetts changed its methodology for counting deaths to align with national guidance, resulting in a decrease of about 3,700 deaths."
2022-03-14,,,,USA,deaths,,,0,The cumulative number of deaths decreased because Massachusetts removed many previously reported deaths.
2022-03-14,,Douglas,Nebraska,USA-31055,cases,yes,,0,"Douglas County added about 1,300 cases representing people who were infected more than once."
2022-03-15,,,Nevada,USA-32,both,yes,,0,Nevada added many cases representing people who were infected more than once.
2022-03-15,2022-04-21,Stanislaus,California,USA-06099,cases,yes,,0,Local officials stopped reporting cumulative cases and deaths regularly and state officials removed many cases in Stanislaus County.
2022-03-16,,,New Jersey,USA-34,cases,,,-1182,"New Jersey added a backlog of about 1,200 cases from testing that occurred in December 2021 and January 2022."
2022-03-16,,Douglas,Nevada,USA-32005,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Lyon,Nevada,USA-32019,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Storey,Nevada,USA-32029,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Eureka,Nevada,USA-32011,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Humboldt,Nevada,USA-32013,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Lincoln,Nevada,USA-32017,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,White Pine,Nevada,USA-32033,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Elko,Nevada,USA-32007,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Lander,Nevada,USA-32015,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Nye,Nevada,USA-32023,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Esmeralda,Nevada,USA-32009,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Mineral,Nevada,USA-32021,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Pershing,Nevada,USA-32027,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-16,,Clark,Nevada,USA-32003,cases,yes,,0,"Nevada changed its methodology for counting cases, resulting in one-day increases in some counties and decreases in others."
2022-03-18,,,Michigan,USA-26,cases,,,-825,Michigan added a backlog of about 825 older cases.
2022-03-18,,Los Angeles,California,USA-06037,cases,,,-2051,"Los Angeles County added a backlog of 2,051 older cases."
2022-03-19,,Los Angeles,California,USA-06037,cases,,,-2517,"Los Angeles County added a backlog of 2,517 older cases."
2022-03-23,,Harris,Texas,USA-48201,cases,yes,,0,Harris County added a backlog of cases.
2022-03-23,2022-03-25,Montgomery,Missouri,USA-29139,cases,yes,,0,Missouri removed many cases in Montgomery County.
2022-03-28,,,Alabama,USA-01,cases,,,-1714,Alabama added a backlog of cases from January and February 2022.
2022-03-28,,,Rhode Island,USA-44,deaths,yes,,0,Rhode Island added 83 deaths after reviewing records.
2022-03-28,,Barbour,Alabama,USA-01005,cases,yes,,0,"Alabama added a backlog of cases from January and February 2022, including many in Barbour County."
2022-03-28,,Coffee,Alabama,USA-01031,cases,yes,,0,"Alabama added a backlog of cases from January and February 2022, including many in Coffee County."
2022-03-28,,Dale,Alabama,USA-01045,cases,yes,,0,"Alabama added a backlog of cases from January and February 2022, including many in Dale County."
2022-03-28,,Houston,Alabama,USA-01069,cases,yes,,0,"Alabama added a backlog of cases from January and February 2022, including many in Houston County."
2022-03-28,,Geneva,Alabama,USA-01061,cases,yes,,0,"Alabama added a backlog of cases from January and February 2022, including many in Geneva County."
2022-03-28,2022-04-18,Charlottesville city,Virginia,USA-51540,cases,yes,,0,Virginia removed many cases previously reported in Charlottesville.
2022-03-29,2022-04-10,Nelson,Virginia,USA-51125,cases,yes,,0,Virginia removed many cases previously reported in Nelson County.
2022-03-30,,,Georgia,USA-13,cases,yes,,0,"Georgia added a backlog of several thousand cases, dating primarily from January 2022. "
2022-03-30,,,Arizona,USA-04,cases,yes,,0,"Arizona added a backlog of several thousand cases, dating primarily from October 2021. "
2022-03-30,,,Indiana,USA-18,cases,yes,yes,0,"Indiana transitioned to a new data publishing schedule and removed data about probable cases, resulting in a one-day decrease in cases."
2022-03-30,,Maricopa,Arizona,USA-04013,cases,yes,,0,"Arizona added a backlog of cases, including many in Maricopa County."
2022-03-30,2022-03-31,Cobb,Georgia,USA-13067,cases,yes,,0,"Georgia added a backlog of several thousand cases, including many in Cobb County."
2022-03-30,2022-03-31,Fulton,Georgia,USA-13121,cases,yes,,0,"Georgia added a backlog of several thousand cases, including many in Fulton County."
2022-03-30,,La Paz,Arizona,USA-04012,cases,yes,,0,"Arizona added a backlog of cases, including many in La Paz County."
2022-03-30,,Pinal,Arizona,USA-04021,cases,yes,,0,"Arizona added a backlog of cases, including many in Pinal County."
2022-03-30,,Coconino,Arizona,USA-04005,cases,yes,,0,"Arizona added a backlog of cases, including many in Coconino County."
2022-04-01,2022-05-04,Shelby,Missouri,USA-29205,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Marion,Missouri,USA-29127,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Lewis,Missouri,USA-29111,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Monroe,Missouri,USA-29137,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Knox,Missouri,USA-29103,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Clay,Missouri,USA-29047,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Boone,Missouri,USA-29019,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Dade,Missouri,USA-29057,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Christian,Missouri,USA-29043,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Andrew,Missouri,USA-29003,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Barry,Missouri,USA-29009,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Barton,Missouri,USA-29011,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Benton,Missouri,USA-29015,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Buchanan,Missouri,USA-29021,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Butler,Missouri,USA-29023,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Callaway,Missouri,USA-29027,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Camden,Missouri,USA-29029,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Cape Girardeau,Missouri,USA-29031,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Carroll,Missouri,USA-29033,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Cass,Missouri,USA-29037,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Cedar,Missouri,USA-29039,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Clinton,Missouri,USA-29049,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Cole,Missouri,USA-29051,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Cooper,Missouri,USA-29053,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Crawford,Missouri,USA-29055,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Dallas,Missouri,USA-29059,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Dunklin,Missouri,USA-29069,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Franklin,Missouri,USA-29071,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Gasconade,Missouri,USA-29073,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Grundy,Missouri,USA-29079,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Harrison,Missouri,USA-29081,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Henry,Missouri,USA-29083,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Hickory,Missouri,USA-29085,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Howard,Missouri,USA-29089,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Iron,Missouri,USA-29093,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Jackson,Missouri,USA-29095,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Jasper,Missouri,USA-29097,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Jefferson,Missouri,USA-29099,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Johnson,Missouri,USA-29101,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Joplin,Missouri,USA-29997,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Kansas City,Missouri,USA-29998,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Laclede,Missouri,USA-29105,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
2022-04-01,2022-05-04,Lafayette,Missouri,USA-29107,both,,,0,Missouri stopped reporting cumulative cases and deaths by county.
